0.05,0.05,0.05,-0,0.02,0.055,0.99937,-2.7434e-17,-0,0.035383
0.05,0.05,0.05,-0,0.02,0.055,0.99922,-0.017441,0.00061752,0.035378
0.05,0.05,0.05,-0,0.02,0.055,0.99877,-0.034878,0.0012349,0.035362
0.05,0.05,0.05,-0,0.02,0.055,0.998,-0.052303,0.0018518,0.035335
0.05,0.05,0.05,-0,0.02,0.055,0.99694,-0.069713,0.0024682,0.035297
0.05,0.05,0.05,-0,0.02,0.055,0.99557,-0.087101,0.0030839,0.035249
0.05,0.05,0.05,-0,0.02,0.055,0.9939,-0.10446,0.0036986,0.035189
0.05,0.05,0.05,-0,0.02,0.055,0.99192,-0.12179,0.0043121,0.035119
0.05,0.05,0.05,-0,0.02,0.055,0.98965,-0.13909,0.0049244,0.035039
0.05,0.05,0.05,-0,0.02,0.055,0.98707,-0.15634,0.0055352,0.034948
0.05,0.05,0.05,-0,0.02,0.055,0.98419,-0.17354,0.0061442,0.034846
0.05,0.05,0.05,-0,0.02,0.055,0.98101,-0.19069,0.0067514,0.034733
0.05,0.05,0.05,-0,0.02,0.055,0.97754,-0.20778,0.0073566,0.03461
0.05,0.05,0.05,-0,0.02,0.055,0.97376,-0.22481,0.0079595,0.034476
0.05,0.05,0.05,-0,0.02,0.055,0.96969,-0.24177,0.00856,0.034332
0.05,0.05,0.05,-0,0.02,0.055,0.96532,-0.25866,0.0091579,0.034178
0.05,0.05,0.05,-0,0.02,0.055,0.96066,-0.27546,0.0097529,0.034013
0.05,0.05,0.05,-0,0.02,0.055,0.95571,-0.29219,0.010345,0.033837
0.05,0.05,0.05,-0,0.02,0.055,0.95046,-0.30882,0.010934,0.033651
0.05,0.05,0.05,-0,0.02,0.055,0.94493,-0.32536,0.01152,0.033456
0.05,0.05,0.05,-0,0.02,0.055,0.9391,-0.34181,0.012102,0.033249
0.05,0.05,0.05,-0,0.02,0.055,0.933,-0.35814,0.01268,0.033033
0.05,0.05,0.05,-0,0.02,0.055,0.9266,-0.37437,0.013255,0.032807
0.05,0.05,0.05,-0,0.02,0.055,0.91993,-0.39049,0.013825,0.03257
0.05,0.05,0.05,-0,0.02,0.055,0.91297,-0.40648,0.014392,0.032324
0.05,0.05,0.05,-0,0.02,0.055,0.90574,-0.42235,0.014954,0.032068
0.05,0.05,0.05,-0,0.02,0.055,0.89823,-0.4381,0.015511,0.031802
0.05,0.05,0.05,-0,0.02,0.055,0.89045,-0.45371,0.016064,0.031527
0.05,0.05,0.05,-0,0.02,0.055,0.88239,-0.46918,0.016611,0.031242
0.05,0.05,0.05,-0,0.02,0.055,0.87407,-0.48451,0.017154,0.030947
0.05,0.05,0.05,-0,0.02,0.055,0.86548,-0.49969,0.017692,0.030643
0.05,0.05,0.05,-0,0.02,0.055,0.85663,-0.51472,0.018224,0.030329
0.05,0.05,0.05,-0,0.02,0.055,0.84752,-0.52959,0.01875,0.030007
0.05,0.05,0.05,-0,0.02,0.055,0.83815,-0.5443,0.019271,0.029675
0.05,0.05,0.05,-0,0.02,0.055,0.82852,-0.55884,0.019786,0.029334
0.05,0.05,0.05,-0,0.02,0.055,0.81864,-0.57322,0.020295,0.028984
0.05,0.05,0.05,-0,0.02,0.055,0.80851,-0.58742,0.020798,0.028626
0.05,0.05,0.05,-0,0.02,0.055,0.79814,-0.60144,0.021294,0.028258
0.05,0.05,0.05,-0,0.02,0.055,0.78752,-0.61528,0.021784,0.027882
0.05,0.05,0.05,-0,0.02,0.055,0.77666,-0.62893,0.022267,0.027498
0.05,0.05,0.05,-0,0.02,0.055,0.76556,-0.64239,0.022744,0.027105
0.05,0.05,0.05,-0,0.02,0.055,0.75424,-0.65565,0.023213,0.026704
0.05,0.05,0.05,-0,0.02,0.055,0.74268,-0.66871,0.023676,0.026295
0.05,0.05,0.05,-0,0.02,0.055,0.7309,-0.68157,0.024131,0.025878
0.05,0.05,0.05,-0,0.02,0.055,0.71889,-0.69422,0.024579,0.025453
0.05,0.05,0.05,-0,0.02,0.055,0.70666,-0.70666,0.02502,0.02502
